layout,sensor_count,snr_db,runs,pd_any,pd_all,pd_source_mean,pd_source_min,pd_source_variance,false_alarm_runs,p_fa,score
bearing_left+bearing_right+gearbox_right,3,-5.0,1040,1.0,0.9432692307692307,0.9858173076923077,0.9432692307692307,0.0006034462832840241,2800,0.04535714285714286,0.8948012988363799
bearing_left+bearing_right+input_shaft,3,-25.0,1040,0.34615384615384615,0.0,0.09663461538461539,0.009615384615384616,0.0029874722633136093,2800,0.03357142857142857,0.02799802211010144
bearing_left+bearing_right+input_shaft,3,-20.0,1040,0.8778846153846154,0.0019230769230769232,0.3663461538461538,0.025961538461538463,0.04179132766272189,2800,0.05107142857142857,0.24330763287193574
bearing_left+bearing_right+input_shaft,3,-15.0,1040,1.0,0.047115384615384615,0.7213942307692307,0.05,0.15291160086908281,2800,0.04071428571428572,0.5635098589061179
bearing_left+bearing_right+input_shaft,3,-12.0,1040,1.0,0.10673076923076923,0.7704326923076923,0.1076923076923077,0.1465206060465976,2800,0.05964285714285714,0.5778866749986792
bearing_left+bearing_right+input_shaft,3,-10.0,1040,1.0,0.18846153846153846,0.7961538461538462,0.18846153846153846,0.12309911242603551,2800,0.05785714285714286,0.6188900042265428
bearing_left+bearing_right+input_shaft,3,-5.0,1040,1.0,0.7307692307692307,0.9326923076923077,0.7307692307692307,0.013590976331360952,2800,0.046785714285714285,0.8323253909551988
bearing_left+bearing_right+output_shaft,3,-25.0,1040,0.6115384615384616,0.0,0.18341346153846155,0.011538461538461539,0.03273917113535503,2800,0.04607142857142857,0.07490101882792691
bearing_left+bearing_right+output_shaft,3,-20.0,1040,0.9923076923076923,0.0,0.47788461538461535,0.03653846153846154,0.12982202292899409,2800,0.04964285714285714,0.31368788963440397
bearing_left+bearing_right+output_shaft,3,-15.0,1040,1.0,0.11538461538461539,0.758173076923077,0.1375,0.13014353735207101,2800,0.03535714285714286,0.6223870225327558
bearing_left+bearing_right+output_shaft,3,-12.0,1040,1.0,0.2423076923076923,0.8105769230769231,0.2423076923076923,0.10764330621301775,2800,0.055357142857142855,0.6460409842561284
bearing_left+bearing_right+output_shaft,3,-10.0,1040,1.0,0.4778846153846154,0.8694711538461538,0.4778846153846154,0.05111333903476332,2800,0.054285714285714284,0.7353430557573436
